delivery_time,customer_zip_code_prefix,order_month,order_year,customer_state
6.0,80310,4,2018,SP
15.0,84604,6,2018,RS
2.0,96445,7,2017,DF
19.0,23934,11,2017,BA
26.0,6023,4,2018,PA
7.0,26041,12,2017,RJ
5.0,50830,7,2018,SP
19.0,20220,7,2018,BA
10.0,65054,7,2018,RJ
6.0,33120,7,2017,SP
14.0,28611,1,2018,ES
7.0,99835,12,2017,SP
15.0,5107,12,2017,SP
6.0,14090,10,2017,SP
14.0,36050,2,2018,MG
13.0,27353,3,2018,SC
7.0,12282,11,2017,SP
9.0,58225,2,2018,SP
14.0,7803,1,2018,GO
2.0,46550,7,2018,SP
11.0,74723,7,2018,CE
12.0,97546,3,2018,SP
8.0,46165,7,2018,SP
19.0,1153,2,2018,DF
10.0,35359,7,2018,BA
23.0,2233,2,2018,GO
8.0,5335,1,2018,SP
1.0,20071,7,2017,SP
4.0,5021,2,2017,PA
24.0,57275,3,2018,PB
6.0,50810,12,2017,SP
34.0,30290,5,2018,MG
11.0,63515,4,2018,SP
10.0,29885,2,2018,BA
5.0,4320,8,2018,PR
10.0,26180,6,2018,BA
8.0,4567,11,2017,SP
13.0,38900,6,2017,BA
5.0,64217,7,2018,SP
10.0,15025,3,2018,PR
12.0,27936,11,2017,BA
7.0,5857,5,2018,SP
10.0,74030,12,2017,SP
20.0,4723,10,2017,GO
12.0,83010,3,2018,PR
21.0,73780,3,2018,SC
6.0,39874,5,2018,SP
34.0,4746,1,2018,SP
2.0,9841,6,2018,SP
11.0,22763,12,2017,PR
10.0,83411,4,2017,PR
20.0,90540,7,2018,CE
10.0,18275,12,2017,SP
6.0,2036,10,2017,RJ
23.0,95042,3,2018,RJ
10.0,2302,2,2018,SP
8.0,85601,3,2018,SC
6.0,5445,5,2018,SP
9.0,5207,3,2018,RJ
5.0,12953,8,2017,CE
6.0,17730,8,2018,SP
5.0,78710,5,2018,SP
15.0,59500,3,2018,MS
11.0,3974,8,2017,SP
39.0,13710,1,2018,SP
6.0,35196,3,2017,RJ
2.0,46550,8,2018,SP
1.0,86850,6,2018,SP
12.0,91790,6,2017,SP
5.0,74450,7,2018,SP
9.0,45745,12,2017,SP
11.0,4338,11,2017,SP
10.0,64090,2,2018,PR
2.0,25956,4,2018,SP
10.0,91240,5,2018,PR
3.0,2813,4,2018,PR
17.0,37143,5,2018,DF
8.0,36680,4,2018,MG
25.0,65919,11,2017,PE
5.0,68360,10,2017,SP
12.0,27523,6,2017,SP
8.0,65390,5,2018,SP
9.0,5095,12,2017,SP
14.0,96214,7,2017,SC
12.0,48475,1,2018,MG
13.0,7080,12,2017,MG
1.0,19015,3,2018,SP
2.0,30662,12,2017,SP
13.0,1442,9,2017,SP
8.0,80010,8,2018,ES
17.0,37795,5,2018,ES
26.0,86370,4,2017,MA
7.0,16015,8,2018,RJ
14.0,72980,5,2018,SP
20.0,93525,4,2017,RJ
6.0,57180,8,2018,MG
15.0,39460,10,2017,RN
11.0,13971,11,2017,SP
7.0,23898,8,2017,SP
14.0,47850,3,2018,MG
23.0,73350,2,2018,RJ
10.0,18057,8,2018,PA
3.0,33805,6,2018,SC
37.0,37554,2,2018,RS
13.0,85926,3,2018,SC
22.0,3120,8,2017,MG
5.0,86935,10,2017,SP
12.0,4512,2,2018,MS
6.0,29785,12,2017,SP
12.0,18405,2,2017,MG
4.0,29308,8,2018,SP
20.0,58082,2,2018,RJ
10.0,13140,12,2017,MG
2.0,67030,12,2017,SP
11.0,85770,6,2018,TO
16.0,12230,4,2018,PR
8.0,39210,1,2018,RJ
1.0,58195,5,2018,SP
5.0,27143,8,2018,SC
8.0,13731,10,2017,RJ
7.0,68798,6,2017,SP
8.0,35447,2,2018,SP
9.0,1534,12,2017,MG
39.0,62850,3,2018,SC
0.0,54100,6,2018,SP
4.0,38282,8,2017,SP
28.0,55250,2,2018,MG
11.0,21760,4,2017,MG
25.0,2860,3,2017,BA
10.0,6470,12,2017,SP
11.0,13313,6,2017,RS
20.0,3624,1,2018,RJ
10.0,18206,3,2018,MG
8.0,2879,9,2017,MG
9.0,11622,4,2018,SP
27.0,44755,2,2018,CE
8.0,3812,5,2018,SP
9.0,36913,11,2017,MG
3.0,1013,4,2018,SP
16.0,2185,8,2018,SP
7.0,55250,5,2018,MG
9.0,89982,11,2017,SP
26.0,93130,12,2017,RS
8.0,74980,5,2018,GO
7.0,72231,8,2017,SP
26.0,56780,11,2017,CE
18.0,13973,7,2018,RS
22.0,65830,11,2017,GO
28.0,41610,9,2017,PA
18.0,59015,3,2018,DF
8.0,4204,2,2018,RS
13.0,47850,4,2017,MG
8.0,11610,9,2017,RJ
10.0,88134,8,2017,PE
64.0,88317,3,2018,RJ
16.0,36335,6,2017,MG
1.0,82920,11,2017,MG
16.0,57040,5,2018,BA
1.0,72630,3,2018,SP
2.0,97040,6,2018,SP
27.0,8343,2,2018,SP
6.0,2130,4,2018,SP
13.0,58305,10,2016,SP
10.0,88810,2,2018,SP
5.0,89176,10,2017,MG
33.0,37750,11,2017,RS
10.0,60752,6,2018,SP
8.0,69950,1,2018,RJ
9.0,46570,5,2017,BA
13.0,17603,7,2017,BA
8.0,62030,1,2018,MG
23.0,36455,11,2017,MG
8.0,3174,3,2018,MG
4.0,57820,8,2017,MG
9.0,96490,1,2018,MG
9.0,38749,3,2017,SP
20.0,59114,3,2018,BA
5.0,3433,8,2018,MG
12.0,12209,12,2017,SP
8.0,2235,2,2018,SP
8.0,54250,1,2018,MG
13.0,35162,2,2017,RJ
7.0,4236,7,2017,SP
4.0,37718,7,2018,SP
7.0,6774,7,2018,RJ
6.0,35580,4,2018,SP
12.0,26526,10,2017,RS
37.0,25940,11,2017,RJ
7.0,4044,6,2018,SP
27.0,3142,1,2017,MG
10.0,2017,4,2018,SP
11.0,22630,1,2018,RJ
21.0,86042,5,2017,RJ
58.0,44035,3,2018,RJ
37.0,7197,3,2018,RJ
5.0,27536,8,2017,SP
26.0,40070,11,2017,ES
9.0,13481,8,2018,RJ
11.0,7041,8,2018,MG
12.0,95770,5,2018,PI
12.0,36913,10,2016,MG
4.0,74333,1,2018,SP
19.0,35610,6,2018,PB
28.0,38610,11,2017,BA
21.0,25745,11,2017,SP
13.0,39370,5,2018,SP
20.0,84026,7,2017,RS
20.0,56485,3,2018,PE
12.0,6343,11,2017,SP
3.0,83824,6,2018,SP
4.0,68900,5,2017,SP
15.0,84605,1,2018,MG
65.0,9360,2,2018,RJ
9.0,65110,5,2018,SP
27.0,35763,1,2018,GO
6.0,39505,5,2018,PR
24.0,28300,2,2018,PB
6.0,36370,4,2017,SP
6.0,29701,5,2017,SP
10.0,12228,2,2018,MG
20.0,5867,11,2017,SC
14.0,15502,9,2017,RJ
3.0,4297,5,2017,SP
4.0,44710,4,2018,SP
22.0,20975,9,2017,GO
10.0,36953,10,2017,SP
24.0,11471,11,2017,SP
19.0,39380,1,2018,MG
45.0,33930,2,2018,RJ
9.0,48370,7,2017,RJ
22.0,68505,5,2017,GO
7.0,38210,3,2017,SP
17.0,6851,10,2017,BA
7.0,29203,2,2018,BA
16.0,70765,9,2017,MA
14.0,4231,2,2018,DF
6.0,57100,5,2018,SP
10.0,5088,3,2018,SC
8.0,9851,6,2018,SP
7.0,8255,3,2018,SP
15.0,88703,8,2018,MT
2.0,2510,6,2017,SP
16.0,5459,6,2017,RO
7.0,59145,5,2018,RJ
18.0,56170,8,2017,CE
17.0,72501,2,2018,PR
13.0,93332,11,2017,RS
9.0,85820,5,2018,RJ
8.0,22245,1,2018,MG
6.0,29317,6,2018,SP
5.0,4386,7,2018,RJ
2.0,88845,3,2018,RJ
15.0,24431,4,2017,SP
3.0,93819,11,2017,SP
10.0,8343,5,2018,SP
22.0,18609,4,2018,BA
14.0,14540,4,2018,PR
17.0,49490,2,2018,RS
30.0,70256,4,2018,AL
19.0,39895,8,2017,MT
24.0,77700,2,2018,BA
15.0,18940,11,2017,RS
7.0,95012,11,2017,SP
7.0,2273,4,2018,SP
8.0,79063,8,2018,SP
6.0,2247,10,2017,SP
2.0,59192,3,2018,SP
4.0,71698,3,2018,PR
15.0,7600,11,2017,MG
11.0,71910,7,2018,SC
4.0,30130,7,2018,MG
22.0,94967,12,2017,DF
13.0,88860,7,2018,BA
16.0,79070,10,2017,PR
12.0,32150,8,2017,MG
187.0,6288,3,2017,AP
15.0,59295,6,2017,RS
17.0,11410,9,2017,GO
3.0,3583,1,2018,SP
7.0,11711,8,2018,MG
7.0,4068,12,2017,RJ
21.0,76829,1,2018,MT
11.0,17017,9,2017,ES
9.0,58115,3,2018,SP
9.0,3308,5,2018,SP
10.0,90035,1,2018,MG
3.0,40320,8,2018,SP
10.0,35199,5,2017,SP
7.0,6404,10,2016,PR
21.0,88135,2,2017,RS
11.0,7991,11,2017,RJ
5.0,2670,8,2018,PR
5.0,64082,8,2017,ES
23.0,21221,2,2017,TO
3.0,6407,5,2018,SP
59.0,23028,3,2018,RJ
2.0,37503,1,2018,SP
7.0,56820,8,2017,PA
3.0,14075,2,2017,SP
24.0,75910,5,2018,PR
29.0,49260,3,2018,RJ
16.0,2993,1,2018,SC
15.0,64180,5,2018,MG
1.0,55019,8,2017,SP
6.0,38690,3,2018,SP
12.0,68665,11,2017,PE
5.0,2967,10,2017,RJ
3.0,6310,8,2018,RJ
13.0,70272,10,2017,RS
17.0,4548,8,2018,RS
9.0,72546,11,2017,PE
4.0,83310,7,2018,SP
5.0,63600,7,2018,SP
20.0,27915,11,2017,MG
11.0,75170,12,2017,RS
9.0,89818,6,2017,RJ
6.0,29142,8,2018,MG
7.0,60325,8,2017,SP
2.0,29702,5,2018,SP
2.0,41185,5,2018,RJ
14.0,28634,11,2017,SP
26.0,76934,2,2018,CE
4.0,7987,4,2018,SP
5.0,75960,8,2018,SP
12.0,72507,3,2017,RS
7.0,25922,7,2018,MG
11.0,51260,7,2017,RS
10.0,84020,7,2018,PR
4.0,89075,9,2017,GO
8.0,35164,7,2018,SP
12.0,74770,6,2018,BA
14.0,39363,3,2017,MT
8.0,77060,11,2017,SP
19.0,11090,11,2017,MG
11.0,4843,2,2018,SC
21.0,4857,12,2017,MG
10.0,72510,5,2017,RS
4.0,3650,5,2018,SP
12.0,25940,3,2017,RJ
27.0,68725,9,2017,AL
6.0,6616,3,2017,SP
4.0,2035,10,2017,SP
17.0,9894,5,2017,RJ
23.0,72546,2,2018,PE
6.0,4416,7,2018,ES
4.0,3333,10,2017,RJ
9.0,25806,11,2017,RS
13.0,94190,3,2017,SP
16.0,68742,4,2018,PR
27.0,91570,12,2017,BA
7.0,29640,5,2018,RN
8.0,13042,4,2018,RS
7.0,6806,3,2017,SC
12.0,11370,12,2017,MT
4.0,29057,8,2018,SP
17.0,22220,5,2017,RJ
6.0,33823,11,2017,PR
3.0,26063,4,2017,MG
12.0,85940,5,2018,RJ
15.0,77780,2,2018,ES
3.0,64062,8,2018,SP
20.0,2755,7,2017,PR
7.0,87345,5,2018,PR
14.0,22051,10,2017,CE
35.0,89031,3,2018,MG
12.0,26196,7,2017,MG
3.0,6321,7,2018,SP
13.0,44450,8,2018,MS
18.0,21020,2,2018,PR
2.0,58324,7,2018,SP
3.0,6410,12,2017,SP
24.0,6394,3,2018,MG
4.0,83501,5,2018,SP
5.0,56828,3,2018,MG
5.0,72975,2,2018,SP
8.0,3533,7,2017,MG
12.0,79100,4,2018,SP
11.0,62190,1,2018,RJ
3.0,21236,7,2017,RJ
3.0,45201,3,2018,RJ
29.0,3436,6,2018,SP
13.0,74370,5,2017,SP
10.0,6764,3,2017,BA
11.0,2967,5,2017,RJ
17.0,13252,3,2017,DF
24.0,2276,5,2017,MA
19.0,37527,7,2017,RS
5.0,35183,6,2018,RJ
10.0,63620,8,2017,PE
8.0,21760,11,2017,MG
9.0,92120,10,2017,SP
14.0,31980,3,2018,SP
18.0,5818,10,2017,PA
5.0,78098,11,2017,SP
16.0,73091,6,2017,SP
8.0,77940,6,2017,MG
18.0,72546,2,2018,PE
2.0,36542,8,2018,SP
4.0,40340,8,2018,SP
7.0,63502,9,2017,SP
28.0,3988,3,2018,RJ
13.0,1017,9,2017,RJ
4.0,76300,8,2018,RJ
3.0,77423,7,2018,SP
6.0,97547,5,2017,SP
14.0,14935,4,2017,MG
10.0,69900,1,2018,SP
42.0,66810,11,2017,RS
10.0,4931,10,2017,SP
39.0,31573,11,2017,CE
17.0,2532,1,2018,SC
19.0,18031,4,2018,MT
12.0,12210,11,2017,SC
8.0,13044,6,2017,RJ
3.0,60348,8,2018,SP
7.0,15630,8,2017,SP
18.0,3892,2,2018,SP
8.0,95605,2,2018,SP
2.0,99690,11,2017,SP
15.0,85955,2,2017,MS
15.0,97340,7,2017,BA
16.0,88407,1,2018,RS
10.0,72260,7,2017,DF
11.0,1026,1,2018,SP
9.0,3715,7,2018,SP
11.0,5007,1,2018,SP
10.0,12062,4,2018,BA
5.0,81312,4,2017,SP
2.0,17860,6,2018,SP
16.0,83221,9,2017,DF
7.0,93226,7,2018,GO
7.0,13252,6,2017,DF
14.0,39650,7,2018,RS
6.0,2863,5,2018,SP
6.0,35534,9,2017,MG
18.0,6395,6,2017,SP
15.0,71955,12,2017,BA
12.0,40391,11,2017,PR
5.0,16056,5,2017,RJ
4.0,61801,10,2017,SP
10.0,8571,3,2017,MG
33.0,71050,1,2018,RS
6.0,22776,7,2017,ES
17.0,88150,12,2017,GO
6.0,53545,8,2018,SP
11.0,36404,3,2018,MG
11.0,68600,9,2017,RJ
12.0,2351,9,2017,PR
22.0,11090,3,2018,MG
5.0,39920,1,2018,SP
2.0,55410,7,2017,SP
11.0,35115,8,2018,SP
19.0,59112,7,2017,DF
6.0,42701,7,2018,SP
32.0,12702,5,2018,BA
11.0,46670,1,2018,RJ
15.0,99890,1,2018,BA
22.0,28396,5,2017,AM
36.0,67145,3,2018,MG
32.0,72280,3,2018,BA
8.0,87203,5,2018,SP
14.0,28390,3,2018,SP
2.0,58396,6,2018,SP
3.0,26113,7,2017,SP
13.0,11010,4,2017,RS
11.0,56140,8,2017,RJ
20.0,64806,6,2017,SP
23.0,24411,1,2018,PE
15.0,27275,1,2018,GO
6.0,79020,3,2018,SP
5.0,42808,4,2017,SP
9.0,7995,3,2018,MS
11.0,18087,8,2018,SP
10.0,85160,11,2017,DF
22.0,88220,11,2017,SP
29.0,23911,11,2017,RJ
11.0,14094,2,2018,MG
14.0,88790,10,2017,MG
8.0,69033,10,2017,BA
20.0,9121,4,2018,RJ
12.0,88955,3,2018,SC
7.0,89520,6,2018,SP
5.0,3553,6,2018,RJ
7.0,88526,3,2018,DF
19.0,11080,12,2017,MG
8.0,33082,4,2017,RJ
35.0,42843,3,2018,PR
27.0,13902,11,2017,CE
13.0,3553,4,2018,RJ
31.0,31640,2,2018,MG
32.0,4408,1,2018,RJ
5.0,69925,11,2017,SP
7.0,38930,8,2017,SP
28.0,38800,3,2018,RJ
4.0,14066,4,2017,SP
7.0,72630,4,2018,SP
13.0,44572,6,2018,RJ
20.0,40390,6,2017,BA
25.0,1121,4,2018,GO
9.0,47802,11,2017,GO
23.0,9692,7,2018,SP
3.0,15995,7,2018,SP
10.0,69049,4,2018,GO
2.0,2611,6,2017,SP
38.0,31573,11,2017,CE
6.0,96222,3,2018,SP
21.0,5786,8,2017,PB
10.0,5587,4,2018,MG
11.0,9812,12,2017,PR
5.0,85812,6,2018,SP
13.0,88763,3,2018,PR
14.0,84400,2,2018,PR
3.0,5302,3,2018,SP
8.0,2121,1,2018,SP
6.0,78573,5,2017,SP
10.0,66035,11,2017,RJ
17.0,5573,3,2018,BA
8.0,58429,6,2018,SP
9.0,2051,4,2017,MG
19.0,90160,4,2018,PE
12.0,18940,11,2017,RS
5.0,86060,5,2018,SP
25.0,44571,3,2018,PR
9.0,26460,4,2018,MG
9.0,7911,3,2018,SP
9.0,8625,6,2017,MG
8.0,48370,8,2018,RJ
19.0,62884,12,2017,SC
7.0,93260,4,2018,SP
18.0,66625,7,2017,MG
4.0,18131,12,2017,MG
9.0,90840,1,2017,SP
12.0,54250,1,2017,MG
19.0,82100,6,2017,RJ
17.0,55297,2,2018,SP
9.0,5018,4,2018,SP
20.0,9320,3,2018,DF
1.0,18745,6,2018,SP
9.0,36664,7,2018,PR
14.0,35603,3,2018,PR
7.0,15040,8,2018,PR
9.0,72602,9,2017,SP
4.0,83040,3,2017,SP
8.0,29126,4,2018,SC
1.0,1026,4,2018,SP
5.0,18075,6,2018,SP
8.0,15704,12,2017,SP
20.0,4248,12,2017,BA
4.0,37548,6,2017,SP
8.0,55350,2,2018,MG
12.0,65110,11,2017,SP
6.0,79085,5,2017,RJ
1.0,7023,6,2018,SP
5.0,89765,5,2018,SP
11.0,6010,12,2017,MG
6.0,3571,4,2018,SP
6.0,14098,2,2018,SP
22.0,71680,6,2017,RO
15.0,67145,5,2018,MG
4.0,70336,9,2017,SP
20.0,63240,8,2018,SP
15.0,29192,1,2018,RJ
59.0,17514,7,2018,BA
2.0,3870,12,2017,SP
11.0,13087,4,2018,SP
12.0,45540,2,2018,SP
3.0,96222,9,2017,SP
23.0,68902,1,2018,RS
12.0,21630,3,2017,RJ
9.0,49100,8,2018,MG
6.0,89052,8,2018,SP
7.0,37780,8,2017,PR
13.0,24755,7,2018,PB
4.0,21863,4,2018,SP
8.0,4822,4,2017,SP
5.0,5569,8,2018,MG
28.0,13690,7,2018,AP
14.0,6147,3,2018,MG
7.0,7404,6,2018,MG
8.0,3672,2,2018,RJ
15.0,63020,6,2018,SP
16.0,48140,12,2017,DF
36.0,39864,7,2017,AL
29.0,3717,12,2017,RJ
7.0,64053,3,2018,PI
8.0,4914,1,2018,SP
15.0,44670,5,2018,SP
13.0,63630,9,2017,SP
12.0,17515,4,2018,RJ
11.0,70735,3,2018,SC
6.0,57306,9,2017,SP
10.0,13901,12,2017,PB
5.0,3167,6,2018,SP
21.0,19810,11,2017,RS
9.0,7077,11,2017,ES
14.0,29020,4,2018,RJ
25.0,60177,1,2018,AC
9.0,72546,5,2018,PE
17.0,15360,2,2017,RJ
10.0,60410,8,2018,GO
13.0,11081,11,2017,RJ
14.0,18050,3,2017,BA
9.0,33805,8,2017,SC
6.0,8850,1,2018,DF
9.0,2363,7,2018,SP
19.0,6713,12,2017,MG
11.0,12770,2,2018,SP
14.0,35220,12,2017,RJ
4.0,29303,10,2017,SP
3.0,2357,1,2018,SP
6.0,34700,7,2018,RJ
6.0,65390,8,2018,SP
2.0,89600,5,2018,SP
1.0,8591,8,2018,SP
10.0,60543,5,2018,RJ
4.0,35125,4,2018,SP
13.0,55460,8,2017,CE
14.0,6385,5,2018,SP
15.0,9660,5,2018,RJ
13.0,65051,6,2017,RJ
21.0,9445,5,2017,MG
7.0,25265,11,2017,SP
14.0,70238,3,2018,SP
8.0,94150,10,2016,BA
25.0,31814,4,2017,SP
2.0,8771,2,2017,SP
12.0,84150,6,2018,MT
6.0,1501,8,2017,SP
15.0,13920,4,2018,PR
11.0,21320,8,2018,RJ
14.0,79823,9,2017,RJ
31.0,2861,3,2018,MG
11.0,13044,4,2018,RJ
23.0,5583,5,2017,GO
5.0,84970,9,2017,SP
3.0,91150,9,2017,SP
25.0,38447,9,2017,RJ
11.0,82100,7,2017,RJ
8.0,6846,3,2018,SP
7.0,23550,8,2018,PR
25.0,8510,4,2017,SP
25.0,16012,12,2017,PI
5.0,4859,11,2017,SP
9.0,2851,4,2017,RS
27.0,25922,3,2018,MG
13.0,25250,2,2017,SP
3.0,3941,7,2018,SP
10.0,30315,8,2017,ES
2.0,44910,4,2017,SP
15.0,32260,4,2018,DF
9.0,85913,9,2017,MG
14.0,37855,1,2018,SP
20.0,97250,8,2017,TO
3.0,40220,7,2018,RJ
15.0,15035,1,2018,MG
10.0,3403,1,2018,DF
9.0,36770,2,2018,MG
12.0,2018,6,2017,DF
13.0,39723,2,2017,MG
15.0,7177,5,2018,RS
7.0,77026,3,2018,SP
6.0,71908,10,2017,MG
7.0,23595,10,2017,MG
13.0,56360,5,2018,SP
5.0,94170,8,2017,SP
13.0,26112,8,2017,BA
8.0,32150,5,2018,MG
7.0,4884,6,2017,MG
17.0,9405,8,2018,RS
9.0,5041,4,2018,SP
7.0,75071,2,2018,SC
14.0,30662,12,2017,SP
13.0,3261,10,2017,MT
23.0,24421,10,2016,SP
11.0,8680,5,2017,SP
2.0,90110,7,2017,SP
8.0,88350,6,2018,RS
3.0,77600,6,2018,SP
8.0,65010,7,2018,PR
8.0,1537,8,2018,RS
8.0,4046,7,2018,SC
9.0,70324,6,2018,MG
6.0,55525,4,2018,SP
28.0,12953,5,2017,CE
5.0,13857,4,2018,SP
8.0,3504,3,2018,PR
10.0,58320,11,2017,RS
9.0,4408,6,2018,RJ
11.0,23826,3,2017,SP
6.0,19045,5,2018,RS
7.0,69086,7,2018,RJ
12.0,41152,5,2017,DF
4.0,43805,8,2018,SP
19.0,71540,11,2017,BA
7.0,28634,1,2018,SP
21.0,12281,1,2018,PE
7.0,3503,8,2018,SP
4.0,96212,4,2018,SP
12.0,89970,1,2017,MG
4.0,46550,6,2017,SP
11.0,44076,4,2018,SP
6.0,56828,8,2018,MG
21.0,16430,12,2017,MG
33.0,55178,9,2017,BA
70.0,24471,11,2017,SP
5.0,39530,10,2017,SP
4.0,6455,7,2017,SP
15.0,88704,4,2017,RJ
9.0,6142,4,2018,SP
18.0,3310,4,2017,RN
14.0,78578,3,2018,PR
25.0,18200,7,2018,ES
10.0,36815,11,2017,MG
5.0,16013,7,2018,MG
6.0,29946,5,2018,PR
11.0,97960,5,2018,PI
10.0,79602,11,2017,MG
13.0,76235,2,2018,MA
23.0,69068,5,2018,SP
9.0,72878,5,2018,SP
10.0,8502,1,2018,SP
5.0,35543,10,2017,SP
8.0,15803,7,2018,BA
14.0,5710,2,2018,SP
14.0,4284,7,2017,SP
2.0,21863,1,2018,SP
9.0,81200,4,2018,PR
10.0,26275,7,2017,ES
9.0,2759,5,2017,SC
7.0,87175,3,2018,SP
8.0,22210,5,2017,PR
14.0,7781,1,2018,RS
4.0,88138,2,2018,SP
20.0,6826,12,2017,ES
6.0,99600,5,2017,SP
8.0,40250,11,2017,SP
15.0,18108,5,2018,MG
13.0,74633,6,2017,RJ
15.0,62042,9,2017,CE
13.0,49995,3,2017,RJ
14.0,4567,4,2017,SP
5.0,89036,6,2018,SP
7.0,72020,8,2017,SP
17.0,97700,3,2017,PR
14.0,98680,1,2018,SE
13.0,13402,2,2018,SP
6.0,55870,6,2017,SP
5.0,32183,8,2018,SP
10.0,13044,2,2018,RJ
9.0,4282,8,2018,RJ
4.0,69301,4,2018,SP
22.0,8742,4,2017,PA
8.0,36832,11,2017,SP
1.0,83323,8,2018,SP
5.0,89220,5,2018,SP
19.0,65230,11,2017,MT
14.0,84280,1,2018,RN
15.0,82560,11,2017,SP
8.0,83203,8,2018,RS
9.0,28621,5,2017,RJ
17.0,3881,1,2017,MT
24.0,3525,11,2017,MG
6.0,38490,4,2018,MG
10.0,57840,5,2017,DF
8.0,1521,8,2018,MG
5.0,57520,4,2018,SP
14.0,22763,11,2017,PR
12.0,13077,4,2018,MG
36.0,12324,3,2018,RJ
12.0,8581,4,2018,PR
3.0,39573,6,2018,SP
22.0,8726,10,2017,PE
11.0,12040,3,2018,MG
17.0,88430,10,2017,RJ
3.0,95580,6,2018,SP
10.0,15775,10,2017,RJ
10.0,8130,6,2018,PR
10.0,36883,7,2018,MS
8.0,62375,5,2018,SP
16.0,76907,5,2018,CE
12.0,40080,10,2017,BA
12.0,27135,6,2017,RS
14.0,6708,6,2018,SP
9.0,17022,7,2018,RS
5.0,64578,4,2018,MG
40.0,38900,2,2017,BA
8.0,94770,11,2017,SP
26.0,2533,5,2018,RJ
12.0,13481,3,2017,RJ
6.0,88336,6,2018,SP
6.0,69301,6,2017,SP
2.0,83321,11,2017,SP
18.0,50860,5,2017,DF
7.0,68741,8,2017,SP
2.0,99074,6,2018,SP
5.0,13660,6,2017,SP
6.0,63580,3,2017,RJ
2.0,55297,5,2018,SP
24.0,1050,5,2018,PR
12.0,6713,1,2018,MG
9.0,63150,2,2018,SP
14.0,11463,7,2017,RS
22.0,52131,2,2018,DF
10.0,13973,6,2018,RS
6.0,59104,7,2018,MS
9.0,39350,6,2018,RS
8.0,70879,5,2018,SP
12.0,61902,3,2018,SP
26.0,77021,5,2018,SP
4.0,95350,3,2018,SP
1.0,2523,7,2018,SP
1.0,68682,4,2018,SP
11.0,85904,7,2017,MG
5.0,4305,6,2018,SP
13.0,35196,10,2017,RJ
13.0,58400,5,2018,DF
2.0,21381,2,2017,SP
11.0,78559,5,2018,RJ
9.0,26560,3,2018,MG
5.0,38071,3,2018,SP
14.0,48520,1,2018,MG
4.0,64000,4,2018,SP
24.0,35540,11,2017,CE
2.0,27580,8,2018,SP
14.0,89110,1,2018,RJ
7.0,5006,7,2018,SC
10.0,26196,6,2017,MG
17.0,35242,3,2018,MG
10.0,51170,1,2018,DF
7.0,77940,8,2017,MG
9.0,45455,1,2017,SP
1.0,2611,8,2017,SP
6.0,2525,11,2017,MG
6.0,7241,10,2017,RS
28.0,5519,11,2017,RJ
5.0,47806,7,2018,SP
30.0,39338,10,2017,BA
13.0,30870,10,2017,GO
11.0,91440,3,2018,SP
2.0,3553,8,2018,RJ
9.0,11711,8,2017,MG
23.0,76300,1,2017,RJ
14.0,74230,3,2018,MG
16.0,5551,2,2018,SP
18.0,36506,2,2018,MG
1.0,88345,8,2017,PR
3.0,64062,2,2018,SP
2.0,2998,8,2018,SP
7.0,14300,9,2017,SP
6.0,21910,4,2018,SP
7.0,39455,6,2017,RJ
6.0,58082,6,2018,RJ
9.0,16402,9,2017,SP
8.0,18307,5,2017,RJ
5.0,83410,6,2017,SP
7.0,52171,12,2017,SP
15.0,25560,2,2018,SP
9.0,22753,7,2018,RJ
10.0,3474,3,2018,MG
8.0,75084,7,2018,SE
34.0,6851,3,2018,BA
5.0,78237,12,2017,SP
31.0,39510,1,2018,RS
5.0,1243,5,2017,RJ
3.0,6018,2,2018,SP
16.0,53090,10,2017,RS
4.0,37855,4,2018,SP
14.0,49050,2,2018,DF
17.0,37212,3,2018,SP
3.0,73272,6,2018,SP
32.0,1206,7,2017,PB
12.0,89030,2,2018,PR
8.0,27555,2,2018,SP
5.0,37480,2,2018,SP
2.0,38020,8,2018,SC
3.0,63106,5,2018,SP
10.0,79785,11,2017,RJ
7.0,25240,8,2018,RJ
5.0,3377,4,2018,SP
12.0,88790,11,2017,MG
9.0,87709,3,2017,RJ
4.0,6620,4,2018,PR
6.0,27285,9,2017,SP
4.0,58540,11,2017,RJ
14.0,56317,2,2017,SP
14.0,85027,7,2017,RS
6.0,76985,10,2017,SP
11.0,29390,11,2017,MT
18.0,88763,4,2018,PR
2.0,66075,8,2018,SP
13.0,3641,6,2018,PR
13.0,60120,5,2018,RJ
22.0,62190,9,2017,RJ
10.0,29020,3,2017,RJ
10.0,7786,10,2017,AC
7.0,9321,7,2018,SP
10.0,99525,6,2017,SP
14.0,29273,7,2018,CE
8.0,71930,6,2018,SP
30.0,5185,3,2017,PR
23.0,12924,12,2017,SP
14.0,74013,8,2018,SP
10.0,65380,6,2017,RJ
14.0,5521,12,2017,RJ
21.0,4293,5,2017,PB
7.0,86600,10,2017,SP
17.0,32180,7,2018,SP
8.0,9540,4,2018,SP
6.0,4278,8,2017,DF
13.0,3817,2,2017,SP
7.0,85904,8,2018,MG
13.0,13901,2,2017,PB
8.0,3274,6,2018,SP
11.0,2525,5,2017,MG
26.0,15706,6,2017,BA
6.0,78254,7,2018,MG
10.0,2143,2,2017,SP
28.0,83035,11,2017,SC
1.0,88060,5,2018,SP
20.0,83840,3,2018,MG
15.0,65870,3,2018,SP
6.0,18270,5,2018,RJ
6.0,38026,2,2018,SP
