customer_zip_code_prefix,delivery_delay,delivery_time,order_year,order_month,customer_state_MG,customer_state_RJ,customer_state_RS,customer_state_SP,order_year_month_2017-11,order_year_month_2017-12,order_year_month_2018-01,order_year_month_2018-02,order_year_month_2018-03,order_year_month_2018-04,order_year_month_2018-05,order_year_month_2018-06,order_year_month_2018-07,order_year_month_2018-08
-0.9081643,-0.08547274,-0.97213656,0.92393124,0.3006636,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,3.930473,-0.257526
-0.9261164,-1.4945694,-0.2098885,0.92393124,-0.6271517,-0.36171806,2.591194,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,3.6613941,-0.27224326,-0.25641194,-0.2544223,-0.257526
-0.36174887,0.5184258,0.2256818,-1.0545354,1.5377507,-0.36171806,2.591194,-0.24147286,-0.8581465,3.4724479,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
0.7102449,0.21647654,0.007896651,-1.0545354,1.2284789,-0.36171806,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-0.15930748,1.0216746,0.6612521,0.92393124,-1.2456954,-0.36171806,2.591194,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,3.703614,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
1.7149184,0.3171263,-0.2098885,-1.0545354,-0.31787997,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-1.2099191,0.3171263,0.98792976,0.92393124,-1.5549672,-0.36171806,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,3.5804453,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
1.0448582,0.41777605,0.007896651,-1.0545354,0.3006636,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
1.4599031,-0.5887216,0.2256818,-1.0545354,1.5377507,-0.36171806,-0.3859225,-0.24147286,1.1653022,3.4724479,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-0.25099117,0.115826786,-0.42767364,-1.0545354,1.2284789,-0.36171806,-0.3859225,-0.24147286,1.1653022,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-0.15170991,0.41777605,-0.42767364,-1.0545354,1.2284789,-0.36171806,-0.3859225,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
-1.0847998,-0.5887216,0.116789214,0.92393124,-0.93642354,-0.36171806,2.591194,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,3.567076,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
0.32764184,-0.5887216,-0.42767364,-1.0545354,-0.31787997,-0.36171806,2.591194,-0.24147286,-0.8581465,-0.28798127,-0.24302691,-0.27929485,-0.27000654,-0.28034166,-0.27312002,-0.27224326,-0.25641194,-0.2544223,-0.257526
